C0220597	Adult Hodgkin Lymphoma
C0020800	Idiopathic Hypercatabolic Hypoproteinemia
C0027854	Neurologic Manifestations
C3149695	Melorheostosis with Osteopoikilosis
C0027859	Acoustic Neuroma
C0457013	Weyers acrofacial dysostosis
C4746851	PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 1
C0265534	Scaphycephaly
C2363142	T-Cell Prolymphocytic Leukemia
C1832567	MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 1C
C0265535	Trigonocephaly
C1292754	Mediastinal (Thymic) Large B-Cell Lymphoma
C1832560	RIPPLING MUSCLE DISEASE 2 (disorder)
C0030360	Papillon-Lefevre Disease
C2931093	Osteogenesis imperfecta, type 5
C0010308	Congenital Hypothyroidism
C0021603	Sleep Initiation and Maintenance Disorders
C2718304	Sulfoiduronate Sulfatase Deficiency
C0155912	Pulmonary Alveolar Microlithiasis
C4015019	NEU-LAXOVA SYNDROME 2
C3809414	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 3
C1300268	Brachydactyly syndrome type C
C1300267	Brachydactyly syndrome type B
C1861923	Acampomelic Campomelic Dysplasia
C1846058	Lubs X-linked mental retardation syndrome
C4015016	CILIARY DYSKINESIA, PRIMARY, 30
C4084823	MYASTHENIC SYNDROME, CONGENITAL, 1A, SLOW-CHANNEL
C4084822	JOUBERT SYNDROME 23
C4084821	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2U
C0393598	Idiopathic familial dystonia
C4014942	CATARACTS, GROWTH HORMONE DEFICIENCY, SENSORY NEUROPATHY, SENSORINEURAL HEARING LOSS, AND SKELETAL DYSPLASIA
C0038015	Spondyloepiphyseal Dysplasia
C4225431	CHROMOSOME 10p12-p11 DELETION SYNDROME
C4748688	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 68
C1956130	Lymphoma, Follicular, Grade 1
C1956131	Lymphoma, Follicular, Grade 3
C1956132	Lymphoma, Follicular, Grade 2
C0233759	Hallucinations, Elementary
C4748684	MYASTHENIC SYNDROME, CONGENITAL, 24, PRESYNAPTIC
C3279664	Emberger Syndrome
C0019100	Severe Dengue
C1257840	Aganglionosis, Rectosigmoid Colon
C0549463	X-Linked Lymphoproliferative Disorder
C4693640	OROFACIODIGITAL SYNDROME XVII
C0155003	Blindness, Transient
C4479636	INTELLECTUAL DEVELOPMENTAL DISORDER WITH NEUROPSYCHIATRIC FEATURES
C1867005	Scapuloperoneal Syndrome, Neurogenic, Kaeser Type
C4479637	RAHMAN SYNDROME
C0477432	Post-Traumatic Hydrocephalus
C4693535	LEUKODYSTROPHY, HYPOMYELINATING, 14
C4014371	IMMUNODEFICIENCY 23
C0017551	Gilbert Disease (disorder)
C4693531	MULTIPLE SYNOSTOSES SYNDROME 4
C0340485	Familial ventricular tachycardia
C0751668	Machado-Joseph Disease Type I
C3281105	HEMORRHAGE, INTRACEREBRAL, SUSCEPTIBILITY TO
C4229653	Trigonocephaly/metopic ridge
C0751663	Canavan Disease, Familial Form
C4229651	Hypertelorism/telecanthus
C4229650	Pterygium colli (in some patients)
C0751666	Canavan Disease, Infantile
C0751667	Canavan Disease, Juvenile
C0751664	Canavan Disease, Neonatal
C0751665	Canavan Disease, Sporadic Form
C1849193	PEELING SKIN SYNDROME
C1842605	SCHIZOPHRENIA 11
C1868581	Patella aplasia, coxa vara, tarsal synostosis
C0039494	Temporomandibular Joint Disorders
C4014700	ENCEPHALOPATHY, PROGRESSIVE, WITH OR WITHOUT LIPODYSTROPHY
C0282577	Congenital Disorders of Glycosylation
C3493776	HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 1
C0586323	Alcohol Withdrawal Seizures
C1720830	Painful Bladder Syndrome
C0023944	Locked-In Syndrome
C1859567	BARDET-BIEDL SYNDROME 9
C0032326	Pneumothorax
C0033788	Pseudo-Hurler Polydystrophy
C0347284	Benign tumor of pancreas
C2750472	Cardiomyopathy, Familial Hypertrophic, 13
C2750473	THYROTOXIC PERIODIC PARALYSIS, SUSCEPTIBILITY TO, 2
C0157743	Vibratory urticaria
C2750471	COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 8
C2750475	Focal Segmental Glomerulosclerosis 5
C0018273	Growth Disorders
C0014553	Absence Epilepsy
C0014550	Myoclonic Epilepsy
C0014556	Epilepsy, Temporal Lobe
C0014558	Uncinate Epilepsy
C3808107	CATARACT 33, MULTIPLE TYPES
C0263859	Synovitis, Acne, Pustulosis, Hyperostosis, and Osteitis Syndrome
C2931268	Scapuloperoneal myopathy
C0153405	Malignant neoplasm of pharynx
C4552001	MEIER-GORLIN SYNDROME 1
C4552000	Episodic Kinesigenic Dyskinesia 1
C4552003	EHLERS-DANLOS SYNDROME, SPONDYLODYSPLASTIC TYPE, 1
C4552002	WEILL-MARCHESANI SYNDROME 1
C4552004	Distal Myopathy 1
C1510460	Orofaciodigital Syndrome I
C1849508	EPILEPSY, PYRIDOXINE-DEPENDENT
C1622434	Suxamethonium sensitivity
C1854023	Spinal muscular atrophy, Jerash type
C2931840	Aspartylglucosamidase (AGA) deficiency
C1854021	Cataract, Central Saccular, With Sutural Opacities
C0877781	Hemicrania
C4751077	Frontonasal dysplasia, severe microphthalmia, severe facial clefting syndrome
C1863204	ADULT SYNDROME
C1519020	Peroxisome Proliferation
C0018418	Gynecomastia
C1706004	Anhydrotic Ectodermal Dysplasias
C0032580	Adenomatous Polyposis Coli
C0032584	polyps
C1970440	CORONARY ARTERY DISEASE, AUTOSOMAL DOMINANT 2 (disorder)
C3280766	JOUBERT SYNDROME 14
C1969115	GALLBLADDER DISEASE 4
C0410005	Nodular fasciitis
C0086652	Mucopolysaccharidosis type IVB
C0086650	MPS III D
C0086651	Mucopolysaccharidosis, MPS-IV-A
C4014408	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 7
C1859844	LEBER CONGENITAL AMAUROSIS, TYPE II (disorder)
C2931599	Oculocutaneous albinism type 3
C4522164	HELIX SYNDROME
C0342257	Complications of Diabetes Mellitus
C2677586	Spastic Paraplegia 39, Autosomal Recessive
C0740376	Middle Cerebral Artery Thrombosis
C4225422	DIAMOND-BLACKFAN ANEMIA 14 WITH MANDIBULOFACIAL DYSOSTOSIS
C2677587	Cataract, Juvenile, With Microcornea And Glucosuria
C1263023	Macroorchidism
C1855310	Megaepiphyseal dwarfism
C1863704	Spastic paraplegia 8, autosomal dominant
C0241005	Creatine phosphokinase serum increased
C1865185	Spondyloepimetaphyseal Dysplasia, Shohat Type
C4748418	OPHTHALMOPLEGIA, EXTERNAL, WITH RIB AND VERTEBRAL ANOMALIES
C0346255	Oncocytoma, renal
C0035585	Rickettsia Infections
C1838023	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 3
C0751036	Hereditary Motor and Sensory Neuropathy Type I
C3279839	MENTAL RETARDATION, AUTOSOMAL DOMINANT 7
C0009714	Hepatic Fibrosis, Congenital
C0809936	Branchio-skeleto-genital syndrome
C1527352	Hepatic Form of Wilson Disease
C2931779	Congenital defect of skull and scalp
C1864851	Pigmented Nodular Adrenocortical Disease, Primary, 2
C1864850	Arrhythmogenic Right Ventricular Dysplasia, Familial, 11
C1864852	CATSHL syndrome
C1863870	Hypospadias, Hypertelorism, Upper Lid Coloboma, and Mixed-Type Hearing Loss
C0268362	Osteogenesis imperfecta type III (disorder)
C0268363	Osteogenesis imperfecta type IV (disorder)
C1857252	2,4-Dienoyl-CoA Reductase Deficiency
C3897042	Smoldering Systemic Mastocytosis
C2936904	Opitz GBBB Syndrome, X-Linked
C0344487	Lateral meningocele
C1850106	RAINE SYNDROME
C0522631	Acute myeloid leukemia, minimal differentiation
C1865322	MIGRAINE, FAMILIAL HEMIPLEGIC, 2
C0085096	Peripheral Vascular Diseases
C0085090	Lymphoma, AIDS-Related
C0023290	Leishmaniasis, Visceral
C0393706	Early infantile epileptic encephalopathy with suppression bursts
C0393703	Myoclonic Absence Epilepsy
C0393702	Myoclonic Astatic Epilepsy
C1866984	Sclerocornea, Autosomal Dominant
C0235153	Hallucinations, Sensory
C0431380	Cortical Dysplasia
C3280887	HYPERGLYCINEMIA, LACTIC ACIDOSIS, AND SEIZURES
C0751329	Hypertonia, Transient
C0751328	Hypertonia, Sphincter
C0751327	Hypertonia, Neonatal
C0751326	Hypertonia, Infantile
C0751325	Hypertonia, Detrusor Muscle
C0751324	Multiple Sclerosis, Acute Fulminating
C3809084	MYOFIBROMATOSIS, INFANTILE, 2
C3809087	CILIARY DYSKINESIA, PRIMARY, 21
C0029095	Opioid abuse
C1856309	Fetal hydrops (in perinatal or congenital neuromuscular forms)
C1835192	MACROGLOBULINEMIA, WALDENSTROM, SUSCEPTIBILITY TO, 1
C1578917	Islet cell adenomatosis
C0158353	Infectious Myositis
C1836006	NANOPHTHALMOS 2 (disorder)
C4049767	Infusion pump Alert priority PN
C0268581	Holocarboxylase Synthetase Deficiency
C1860823	Trichorhinophalangeal Syndrome, Type III
C0268583	Methylmalonic acidemia
C0376670	Pancreatitis, Alcoholic
C3836857	MECKEL SYNDROME, TYPE 8
C3810363	Optic atrophy, intellectual disability syndrome
C1857640	Decreased nerve conduction velocity
C3810367	PREMATURE OVARIAN FAILURE 8
C0034189	Pyemia
C3810365	Central visual impairment
C0034186	Pyelonephritis
C1839884	Leiomyomatosis, esophageal and vulval, with nephropathy
C0751495	Seizures, Focal
C0751494	Convulsive Seizures
C0751497	Special Senses Disorders
C0751496	Seizures, Sensory
C0751491	Juvenile Sandhoff Disease
C0751490	Infantile Sandhoff Disease
C1853949	MYASTHENIA, FAMILIAL INFANTILE, 1
C0037188	Sinoatrial Block
C0267581	Rectal Stenosis
C1846421	Lathosterolosis
C3809882	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE VII
C0085650	Purpura Fulminans
C0751869	Status Epilepticus, Alcohol Withdrawal-Induced
C0454596	Dysarthria, Spastic
C0454597	Dysarthria, Flaccid
C4540052	ENCEPHALOPATHY, NEONATAL SEVERE, WITH LACTIC ACIDOSIS AND BRAIN ABNORMALITIES
C0000768	Congenital Abnormality
C2677132	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 9 (disorder)
C4275180	Familial hypoaldosteronism
C4540059	ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN ATROPHY AND SPASTICITY
C0221775	Lumbar disc disease
C0454598	Dysarthria, Mixed
C4014534	CILIARY DYSKINESIA, PRIMARY, 29
C1832977	GLAUCOMA 3, PRIMARY INFANTILE, B
C4479424	DIAMOND-BLACKFAN ANEMIA 16
C4014531	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 24
C0751865	Alcohol-Induced Disorders, Nervous System
C4014538	ADNP-related multiple congenital anomalies, intellectual disability, autism spectrum disorder
C1832978	Deafness, Autosomal Recessive 7
C1842127	Retinitis Pigmentosa 26
C4479428	DIAMOND-BLACKFAN ANEMIA 17
C0015544	Failure to Thrive
C1862472	Oculomelic amyoplasia
C1843632	LEPROSY, SUSCEPTIBILITY TO, 2
C3150819	RETINITIS PIGMENTOSA 56
C0002965	Angina, Unstable
C4693325	NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT HYPERKINETIC MOVEMENTS AND SEIZURES, AUTOSOMAL RECESSIVE
C4748219	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 65
C2717906	Hereditary Angioedema Type I
C2717905	Hereditary Angioedema Types I and II
C0392156	Akathisia
C0021295	Infant, Premature, Diseases
C4748212	IMMUNODEFICIENCY 57
C0021290	Neonatal disorder
C1859592	ATRICHIA WITH PAPULAR LESIONS
C0036769	Sertoli Cell Tumor
C0546476	Multiple self-healing squamous epithelioma
C3553661	CEREBELLAR ATAXIA, NONPROGRESSIVE, WITH MENTAL RETARDATION
C1863051	ALZHEIMER DISEASE 2
C0022408	Arthropathy
C1257798	Choledochal Cyst, Type IV
C1257799	Choledochal Cyst, Type V
C0024115	Lung diseases
C0024117	Chronic Obstructive Airway Disease
C4721812	Adenylosuccinate lyase deficiency type 4
C4721813	Adenylosuccinate lyase deficiency type 3
C4721811	Adenylosuccinate lyase deficiency type 1
C1257796	Choledochal Cyst, Type II
C1257797	Choledochal Cyst, Type III
C4721814	Adenylosuccinate lyase deficiency type 2
C0002726	Amyloidosis
C4310749	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 26
C1859972	ADRENOCORTICAL CARCINOMA, HEREDITARY
C4310747	CHOLESTASIS, PROGRESSIVE FAMILIAL INTRAHEPATIC, 5
C4310744	BONE MARROW FAILURE SYNDROME 3
C0241397	Triphalangeal thumb
C4310742	CRISPONI/COLD-INDUCED SWEATING SYNDROME 3
C1859977	Adrenal Hypoplasia, Cytomegalic Type
C4310740	MENTAL RETARDATION, AUTOSOMAL DOMINANT 44
C4310741	HYPERURICEMIC NEPHROPATHY, FAMILIAL JUVENILE, 4
C1849322	Sandhoff Disease, Infantile Type
C0004403	Autosome Abnormalities
C1846843	EPIPHYSEAL DYSPLASIA, MULTIPLE, 5
C4706552	Familial vesicoureteral reflux
C4551974	DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT 1
C4551975	RADIOULNAR SYNOSTOSIS WITH AMEGAKARYOCYTIC THROMBOCYTOPENIA 1
C4551976	HYPOTRICHOSIS 1
C4551977	Microphthalmos, Autosomal Recessive
C4074771	Sterility, Reproductive
C4551973	Miyoshi Muscular Dystrophy 1
C4551979	Nephronophthisis 1
C0162557	Liver Failure, Acute
C2936755	Familial Waldenstrom's Macroglobulinaemia
C0205945	Sarcoma, Spindle Cell
C0205944	Sarcoma, Epithelioid
C1833021	DEAFNESS, AUTOSOMAL DOMINANT 6
C1836050	Filaminopathy, autosomal dominant
C1852150	Fingerprints, Absence of
C0023801	Lipomatosis
C4721769	Citrullinemia Type 1
C0342738	Beta-Hydroxyisobutyryl CoA Deacylase Deficiency
C0342739	Trimethylaminuria
C0344290	Vitreoretinal degeneration
C0342883	Cholesteryl Ester Transfer Protein Deficiency
C2675767	EPIPHYSEAL DYSPLASIA, MULTIPLE, 6
C0342731	Deficiency of mevalonate kinase
C4310232	Hypercalcemia, Infantile, 1
C1856892	Facial Dysmorphism with Multiple Malformations
C1856895	SKIN/HAIR/EYE PIGMENTATION, VARIATION IN, 1
C1856897	Eunuchoidism, familial hypogonadotropic
C0265363	Urethral obstruction sequence
C1850281	OPTIC ATROPHY 6 (disorder)
C4755252	Autosomal recessive cerebral atrophy
C4755251	Congenital neutropenia, myelofibrosis, nephromegaly syndrome
C4755257	Autosomal dominant intermediate Charcot-Marie-Tooth disease with neuropathic pain
C3553989	SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOMAL RECESSIVE, 5
C1837429	Pyruvate dehydrogenase phosphatase deficiency
C1847759	MUSCULAR DYSTROPHY, CONGENITAL, 1C
C0033847	Pseudoxanthoma Elasticum
C0027627	Neoplasm Metastasis
C1858142	ICHTHYOSIS, LAMELLAR, 3
C4748863	LYMPHOPROLIFERATIVE SYNDROME 3
C1841679	Hand foot uterus syndrome
C4748869	MIRROR MOVEMENTS 4
C0032463	Polycythemia Vera
C0032460	Polycystic Ovary Syndrome
C0032461	Polycythemia
C1850442	CEROID LIPOFUSCINOSIS, NEURONAL, 5
C1855128	Methylcobalamin Deficiency, CblG Type
C1851316	Iron Overload, Autosomal Dominant
C3495801	Granulomatosis with polyangiitis
C0025990	Micrognathism
C0948216	Ovarian adenocarcinoma
C0011609	Drug Eruptions
C0079758	Lymphoma, Mixed-Cell, Follicular
C0151491	Congenital musculoskeletal anomalies
C3279997	MYOPIA 21, AUTOSOMAL DOMINANT
C0079757	Diffuse Mixed-Cell Lymphoma
C3279992	PARAGANGLIOMAS 5
C2675185	Kahrizi Syndrome
C3552634	LYMPHOPROLIFERATIVE SYNDROME 1
C2675187	MICROCEPHALY, PRIMARY AUTOSOMAL RECESSIVE, 7 (disorder)
C1858496	Advanced Sleep-Phase Syndrome, Familial
C0220748	Cartilage-hair hypoplasia
C1843323	Van Buchem disease type 2
C4016701	INSULIN RESISTANCE, SEVERE, DIGENIC
C0220743	Childhood hypophosphatasia (disorder)
C4728035	CTLA4 deficiency
C1864761	Thyroid Hormone Metabolism, Abnormal
C0220744	Multiple gastrointestinal atresias (disorder)
C0018818	Ventricular Septal Defects
C0376338	Diagnosis, Psychiatric
C4479410	MUSCULAR DYSTROPHY, CONGENITAL, WITH CATARACTS AND INTELLECTUAL DISABILITY
C0700345	Candidiasis, Vulvovaginal
C0877855	Cerebral Embolism and Thrombosis
C4303475	Hyperinsulinism due to HNF1A deficiency
C2931019	Split hand foot deformity 1
C0235527	Heart Failure, Right-Sided
C2931013	Cystinosis, benign, nonnephropathic
C3809470	EPIDERMOLYSIS BULLOSA SIMPLEX, AUTOSOMAL RECESSIVE 2
C0001338	Herpetic Acute Necrotizing Encephalitis
C2931010	Congenital disorder of glycosylation type 2E
C0151636	Premature ventricular contractions
C4540029	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 32
C0268117	Gout, HPRT-Related
C4479631	NEURODEVELOPMENTAL DISORDER WITH PROGRESSIVE MICROCEPHALY, SPASTICITY, AND BRAIN ANOMALIES
C3279660	DEAFNESS, AUTOSOMAL RECESSIVE 29
C3279661	alpha-2-Macroglobulin Deficiency
C3279662	Leukotriene C4 Synthase Deficiency
C4014708	WEBB-DATTANI SYNDROME
C1565321	Cholera Infantum
C0268119	Combined molybdoflavoprotein enzyme deficiency
C0268118	Xanthinuria, Type I
C3489395	Hyperchylomicronemia With Hyperprebetalipoproteinemia, Familial
C0016978	gallbladder neoplasm
C3489396	Hypogonadism, Isolated Hypogonadotropic
C1855789	Self-Healing Collodion Baby
C3151267	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 20
C4082952	Unilateral lung agenesis
C0795690	Congenital omphalocele
C3711543	X-Linked Csnb
C0399378	Dentinogenesis imperfecta - Shield's type III (disorder)
C0399379	Dentin dysplasia, type 1
C1863878	Arhinia, choanal atresia, and microphthalmia
C4693933	HYPEREKPLEXIA 4
C4015038	MYASTHENIC SYNDROME, CONGENITAL, 7, PRESYNAPTIC
C0399372	Amelogenesis Imperfecta hypomaturation type
C0851578	Sleep Disorders
C1857255	Diastrophic Dysplasia, Broad Bone-Platyspondylic Variant
C0399376	Amelogenesis Imperfecta, Type III
C0018193	Granuloma, Foreign-Body
C4317009	Diverticular Diseases
C0034535	Radiation Syndrome
C1857781	Diaphragmatic Hernia 3
C1857780	JOUBERT SYNDROME 5
C4015447	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 23
C0994516	Type 1 Duane Retraction Syndrome
C0751868	Alcohol Withdrawal-Induced Major Motor Seizure
C0080178	Spina Bifida
C3280415	COGNITIVE IMPAIRMENT WITH OR WITHOUT CEREBELLAR ATAXIA
C1860518	Vasculopathy, Retinal, With Cerebral Leukodystrophy
C0751864	MPTP-Induced Degeneration of the Striatum
C0455503	H/O: depression
C2717759	Degenerative Intervertebral Discs
C1856789	Femur bifid with monodactylous ectrodactyly
C4722305	HYPER-IgE RECURRENT INFECTION SYNDROME 2, AUTOSOMAL RECESSIVE
C0031347	Pharyngeal Neoplasms
C1856934	Epidermolysis bullosa with pyloric atresia
C0392475	Roberts-SC phocomelia syndrome
C0027832	Neurofibromatosis 2
C0027831	Neurofibromatosis 1
C0027830	neurofibroma
C3810001	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 18
C0030437	Parakeratosis Variegata
C0010324	Crigler Najjar syndrome, type 1
C4305134	Fried syndrome
C2717750	Platelet alpha-Granule Deficiency
C0016202	Flatfoot
C4478940	BRAIN MALFORMATIONS WITH OR WITHOUT URINARY TRACT DEFECTS
C1261473	Sarcoma
C0085280	Alagille Syndrome
C0029132	Disorder of the optic nerve
C0029134	Optic Neuritis
C0003510	Aortitis Syndrome
C2673873	BARDET-BIEDL SYNDROME 13
C1300287	Transient neonatal hyperparathyroidism
C1300285	SAUL-WILSON SYNDROME
C3669122	5-Alpha Reductase Deficiency
C0353676	Organophosphorus Poisoning
C0276357	Swine influenza
C4551568	Joubert syndrome 1
C0235946	Cerebral atrophy
C2931662	Baraitser Brett Piesowicz syndrome
C4551562	AVASCULAR NECROSIS OF FEMORAL HEAD, PRIMARY, 1
C2676677	BREAST CANCER, FAMILIAL, SUSCEPTIBILITY TO, 1
C2676676	BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 1
C1857855	SPASTIC PARAPLEGIA 29, AUTOSOMAL DOMINANT
C4285893	Cerebellar ataxia with neuropathy and bilateral vestibular areflexia syndrome
C2676678	OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 1
C2678061	SCAPULOPERONEAL MYOPATHY, X-LINKED DOMINANT
C2678065	Myofibrillar Myopathy
C0338596	Spastic cerebral palsy
C0041955	Ureteral Neoplasms
C0041956	Ureteral obstruction
C2749562	Nadh-Cytochrome B5 Reductase Deficiency, Type Ii
C1857854	Proopiomelanocortin Deficiency
C1867020	SCALP-EAR-NIPPLE SYNDROME
C0036974	Shock
C3151186	NEPHRONOPHTHISIS 12
C4706941	Familial isolated trichomegaly
C3888131	INCREASED RESPONSIVENESS TO GROWTH HORMONE
C3281160	EHLERS-DANLOS SYNDROME, KYPHOSCOLIOTIC TYPE, 2
C1969783	Persistent Hyperplastic Primary Vitreous, Autosomal Recessive
C1858968	Autoimmune Lymphoproliferative Syndrome, Type IIA
C4748003	MENTAL RETARDATION, AUTOSOMAL DOMINANT 57
C0751688	Malignant Squamous Cell Neoplasm
C0751689	Peripheral Nerve Sheath Neoplasm
C1853205	Glycosylphosphatidylinositol deficiency
C1853202	PARKINSON DISEASE 13, AUTOSOMAL DOMINANT, SUSCEPTIBILITY TO
C0019021	Hemoglobin C Disease
C1865885	Usher Syndrome, Type IF
C3149378	IMMUNODEFICIENCY, COMMON VARIABLE, 1
C3150990	LEUKOENCEPHALOPATHY WITH DYSTONIA AND MOTOR NEUROPATHY
C4693784	SPERMATOGENIC FAILURE 27
C1845567	FG SYNDROME 3
C0282512	Landau-Kleffner Syndrome
C3150998	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 10
C1332140	Acrofacial Dysostosis
C3809691	SHORT-RIB THORACIC DYSPLASIA 8 WITH OR WITHOUT POLYDACTYLY
C0153392	Malignant neoplasm of nasopharynx
C0008372	Intrahepatic Cholestasis
C0008370	Cholestasis
C0338106	Adenocarcinoma of colon
C0403548	Salcedo syndrome
C3501843	Nonmedullary Thyroid Carcinoma
C3501846	Noonan-Like Syndrome With Loose Anagen Hair
C3501847	Night blindness, congenital stationary, type 1
C3501844	Familial Nonmedullary Thyroid Cancer
C0036391	Schwartz-Jampel Syndrome
C3501848	Nephrosis, congenital
C2930990	Maple syrup urine disease, type 1B
C4013648	POLYMICROGYRIA, BILATERAL TEMPOROOCCIPITAL
C0018784	Sensorineural Hearing Loss (disorder)
C0018781	Noise-induced hearing loss
C3179058	Corpus Callosum Malformation
C1844383	Recurrent bacterial infection
C2350171	Bilateral Nasal Obstruction
C2350170	Unilateral Nasal Obstruction
C0272322	Severe hereditary factor VIII deficiency disease
C0936263	Cerebral Thrombus
C0936261	Brain Thrombus
C0040332	Tobacco Dependence
C2673913	Anemia, Hypochromic Microcytic, With Iron Overload
C2673914	Anemia, Sideroblastic, Pyridoxine-Refractory, Autosomal Recessive
C3277701	VITILIGO-ASSOCIATED MULTIPLE AUTOIMMUNE DISEASE SUSCEPTIBILITY 6
C0264611	Apraxia of Phonation
C1861689	KLIPPEL-FEIL SYNDROME, AUTOSOMAL DOMINANT
C0274862	Nervous System, Organic Arsenic Poisoning
C0274860	Mercury Poisoning, Organic
C0752332	Lupus Vasculitis, Central Nervous System
C1969644	Cataract, Cortical, Juvenile-Onset
C0752334	Lupus Meningoencephalitis
C1836199	DEAFNESS, AUTOSOMAL RECESSIVE 48
C1859566	BARDET-BIEDL SYNDROME 8
C1859569	BARDET-BIEDL SYNDROME 11
C1859568	BARDET-BIEDL SYNDROME 10
C0274869	Toxic effect of heavy metal
C0454651	Specific language impairment
C0348626	Other specified cardiac arrhythmias
C0042790	Vision Disorders
C0334596	Medulloepithelioma
C0334590	Anaplastic Oligodendroglioma
C2751811	Spermatogenic Failure 7
C0340643	Dissection of aorta
C2675517	ADIPONECTIN, SERUM LEVEL OF, QUANTITATIVE TRAIT LOCUS 1
C3280660	ENCEPHALOPATHY, LETHAL, DUE TO DEFECTIVE MITOCHONDRIAL AND PEROXISOMAL FISSION
C2675513	BONE MINERAL DENSITY QUANTITATIVE TRAIT LOCUS 12
C0028077	Nyctalopia
C2675511	Diamond-Blackfan Anemia 8
C1861537	OROFACIAL CLEFT 1
C1861536	Blepharo-cheilo-dontic syndrome
C4048328	cervical cancer
C2675519	Hypoadiponectinemia
C2675518	Adiponectin Deficiency
C3280783	VENTRICULAR SEPTAL DEFECT 2
C3280781	ATRIOVENTRICULAR SEPTAL DEFECT 4
C0002448	Ameloblastoma
C3280785	VENTRICULAR SEPTAL DEFECT 3
C2749665	SPLIT-HAND/FOOT MALFORMATION 6 (disorder)
C0339273	Corneal dystrophy, Lattice type 3
C3553512	IMMUNODEFICIENCY, COMMON VARIABLE, 8, WITH AUTOIMMUNITY
C4225499	MICROCEPHALY, SHORT STATURE, AND POLYMICROGYRIA WITH SEIZURES
