C0220597	Adult Hodgkin Lymphoma
C2586031	Hereditary antithrombin III deficiency
C1708272	HIV lipodystrophy
C2751830	Long Qt Syndrome 12
C0033677	Protein-Energy Malnutrition
C2717792	Airway Remodeling
C1850816	Decreased/absent ankle reflexes
C0859976	Idiopathic achalasia of esophagus
C0458631	Performance anxiety
C0859974	Neonatal intestinal obstruction
C0522205	Sexual inhibition
C0035637	Rinderpest
C1708187	Gardner Fibroma
C3805278	Extrahepatic Cholangiocarcinoma
C3805272	Type B gastritis
C0264097	Calcaneal apophysitis
C4684845	Pulmonary Artery Intimal Sarcoma
C1865143	BRANCHIOOTIC SYNDROME 1
C1833275	Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-Negative, B Cell-Positive, NK Cell-Negative
C1865145	Congenital disorder of glycosylation type 1B
C1578482	Valgus deformities of feet
C4023921	Oral synechia
C0151849	Alkaline phosphatase raised
C2242539	Subcutaneous infection
C0021122	Disruptive, Impulse Control, and Conduct Disorders
C2931732	Familial Paget's disease of bone
C0151846	Periosteal Disorder
C2931735	Epidermolytic palmoplantar keratoderma Vorner type
C3279875	CORTICAL MALFORMATIONS, OCCIPITAL
C0206611	Pestivirus Infections
C4073137	Decreased serum testosterone level
C0206615	Pneumovirus Infections
C4073134	Abnormality of the periosteum
C0206619	Lymphatic Vessel Tumors
C4073139	Abnormality of the tongue muscle
C4020904	Myelin tomacula
C0701825	Acute mastoiditis
C0701824	Staggering gait
C0701826	Perinatal death
C0854359	Insulin autoimmune syndrome
C4020902	Abnormal urine alpha-ketoglutarate concentration
C0948393	Oedematous pancreatitis
C0035091	Renal Tubular Transport, Inborn Errors
C0240912	Vertical Talus
C0205969	Thymic Carcinoma
C2985175	Extraventricular neurocytoma
C2985174	Papillary glioneuronal tumor
C2985171	Glioneuronal Tumor with Neuropil-Like Islands
C3711850	Opticospinal Multiple Sclerosis
C0685661	Congenital anomaly of ischium
C0740842	AIDS related illness
C0242404	Myofibroblastoma
C4735570	Opioid Overdose
C0919632	Malignant pleurisy
C0919631	Upper Extremity Deep Vein Thrombosis, Primary
C3150923	MENTAL RETARDATION WITH LANGUAGE IMPAIRMENT AND AUTISTIC FEATURES
C1846176	Hyperactive deep tendon reflexes
C1846174	Mental Retardation, X-Linked 58
C1846175	SIMPSON-GOLABI-BEHMEL SYNDROME, TYPE 2 (disorder)
C1846172	Hydranencephaly and Abnormal Genitalia
C1846171	Lissencephaly, X-Linked, 2
C3150927	VESICOURETERAL REFLUX 3
C1535917	Nipah Virus Infection
C4302205	Neonatal thrombosis of cerebral venous sinus
C1112459	Unresectable Hepatocellular Carcinoma
C4225667	CHROMOSOME 16p13.2 DELETION SYNDROME
C0740268	Pelvic prolapse
C0278161	Ataxia, Motor
C0221005	Mauriac's syndrome
C0221002	Hyperparathyroidism, Primary
C1864361	Lower thoracic kyphosis
C1519666	Tumor-Associated Vasculature
C0740266	Anal and rectal conditions
C0406740	Kohlschutter Tonz syndrome
C0431698	Bilateral renal dysplasia
C0154723	Migraine with Aura
C0431694	Oligomeganephronic hypoplasia of kidney
C0431697	Unilateral renal dysplasia
C0431691	Unilateral Renal Hypoplasia
C0431692	Bilateral renal hypoplasia
C0431693	Renal cysts and diabetes syndrome
C4024473	Radial deviation of the 4th finger
C0149530	Congenital heart block
C4329969	Factor VIII Inactivation
C1852502	CRANIOMETAPHYSEAL DYSPLASIA, AUTOSOMAL DOMINANT
C4021902	Short corpus callosum
C1852504	Misalignment of teeth
C0334371	Secretory breast carcinoma
C0010481	Cushing Syndrome
C0566888	Narrow sacrosciatic notch
C4274018	Boichis syndrome
C0392115	Neurogenic Urinary Bladder, Uninhibited
C1387134	Grass allergy
C4727179	Castration-Sensitive Prostate Carcinoma
C0240805	Prodrome
C0240803	Primary cerebral lymphoma
C0406299	Chronic prurigo
C0282492	Sneddon Syndrome
C1832431	Digeorge Syndrome-Velocardiofacial Syndrome Complex 2
C0015503	Factor VII Deficiency
C4476577	Incomitant strabismus
C1846288	Recurrent hypoglycemia
C4476572	Elevated brain N-acetyl aspartate level by MRS
C1843677	Large sella turcica
C4017326	DUFFY BLOOD GROUP SYSTEM, FY(a-b-) PHENOTYPE
C0014670	Equinus Deformity
C0152183	Explosive personality disorder
C2751195	Epilepsy, Benign Neonatal, 1, And-Or Myokymia
C0019338	Herpangina
C2749688	Abnormal isoelectric focusing of serum transferrin
C0019337	Heroin Dependence
C0205671	Infections, Arenavirus
C0021712	Myoclonus, Intention
C0441683	Hormone measurement
C0857070	Chronic open angle glaucoma
C1866430	NOVELTY SEEKING PERSONALITY TRAIT
C1866432	OBESITY, SUSCEPTIBILITY TO
C0854279	Basal ganglion degeneration
C0743188	diarrhea persistent
C0015674	Chronic Fatigue Syndrome
C1096527	Mosaic trisomy 8 syndrome
C1862322	Ovalocytosis, Malaysian-Melanesian-Filipino Type
C1862324	Elliptocytosis 4
C0240111	Arthritis of knee
C0240116	Hyperactive patellar reflex
C1846821	Abnormality of coagulation
C0729608	Myocarditis due to infectious agent
C0858213	vascular aneurysm
C0015672	Fatigue
C0025209	Melanosis
C2750825	NONPAPILLARY RENAL CARCINOMA 1 LOCUS
C2750824	Dystransthyretinemic Euthyroidal Hyperthyroxinemia
C0025205	Melanoma, Experimental
C0025202	melanoma
C0852519	Benign chondrogenic neoplasm
C4048798	Complete congenital stationary night blindness
C1858108	Microcephaly, Primary Autosomal Recessive, 3
C0432283	Osteoglophonic dwarfism
C1858106	SPASTIC PARAPLEGIA 12, AUTOSOMAL DOMINANT (disorder)
C1848653	Anteriorly displaced genitalia
C3888239	HIRSCHSPRUNG DISEASE, SUSCEPTIBILITY TO, 1
C0432281	Pseudochondroplasia
C1848654	Broad ribs
C1848657	Long ear
C1135361	Persistent pulmonary hypertension
C2176208	Retinal arteriolar constriction
C0268734	Acute nephropathy
C0268732	Nephritic syndrome
C0268731	Renal glomerular disease
C0456891	Primary pulmonary hypoplasia
C1849735	Underfolded helix
C4016745	SCHWANNOMATOSIS 1, SOMATIC
C4016747	SPINAL MUSCULAR ATROPHY, MODIFIER OF
C4016746	FUNDUS ALBIPUNCTATUS, AUTOSOMAL RECESSIVE
C4016741	IMMUNODEFICIENCY 32B
C1457883	Aggressive reaction
C3553940	PEROXISOME BIOGENESIS DISORDER 5A (ZELLWEGER)
C1969053	JOUBERT SYNDROME 7
C3553943	T-CELL IMMUNODEFICIENCY, RECURRENT INFECTIONS, AND AUTOIMMUNITY WITH OR WITHOUT CARDIAC MALFORMATIONS
C3553944	USHER SYNDROME, TYPE IJ
C1969054	Glycogen Storage Disease 0, Muscle
C1969057	Noonan Syndrome 5
C3553947	PEROXISOME BIOGENESIS DISORDER 6A (ZELLWEGER)
C3278865	Pigment gallstones
C4021157	Generalized abnormality of skin
C4021154	Enlarged cochlear aqueduct
C4021152	Abnormal CNS myelination
C1865803	Peroxisome Biogenesis Disorder, Complementation Group 1
C1850599	Leigh Syndrome due to Mitochondrial Complex IV Deficiency
C1850598	Leigh Syndrome due to Mitochondrial Complex III Deficiency
C4025574	Genetic anticipation with paternal anticipation bias
C1850597	Leigh Syndrome Due To Mitochondrial Complex II Deficiency
C0080203	Tachyarrhythmia
C0455273	Serum urea measurement
C2882221	Acute pulmonary embolism
C4528592	Prognostic Stage IV Breast Cancer AJCC v8
C4528590	Prognostic Stage IIIB Breast Cancer AJCC v8
C1856432	Dicarboxylic aciduria
C0235299	Right upper quadrant pain
C1856438	Hypoketotic hypoglycemia
C1856439	GLAUCOMA 3, PRIMARY CONGENITAL, A
C1857743	LEBER CONGENITAL AMAUROSIS 12 (disorder)
C1857747	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 2 (disorder)
C0750114	VAGINOSIS
C0523801	Ornithine measurement
C0269062	Chronic cervicitis
C3280452	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 12
C4283978	Primary adenocarcinoma of lower third of esophagus due to Barrett esophagus
C0432098	Cleft Soft Palate
C0574027	Vertebral artery aneurysm
C0432090	Cleft of hard palate
C4015214	CTLA4 Haploinsufficiency
C4520840	Erythroleukemia (Erythroid/Myeloid)
C4520841	Pure Erythroid Leukemia
C3671887	Hypernatriuria
C4520847	Immunoglobulin G subclass deficiency (finding)
C0234650	Ocular flutter
C3714873	Axenfeld-Rieger Syndrome, Type 1
C0234656	Pain around eye
C1261430	Fasting blood sugar result
C0277337	Infection by Polymorphus
C0277331	Disease due to Acanthocephala
C0149940	Sciatic Neuropathy
C1876175	Ataxia-Telangiectasia Variant
C1876171	Polyasplenia
C1876173	Heterotaxy, Visceroatrial, Autosomal Recessive
C1876172	VAH, AUTOSOMAL RECESSIVE
C0815120	liver scarring
C4748626	OVARIAN DYSGENESIS 8
C0815123	neurobehavioral problems
C0332909	Congenital unilateral absence
C4229584	Hypoplasia or aplasia of radius, unilateral
C4229582	Absent thumb, bilateral
C2678027	Myopathy, Reducing Body, X-Linked, Early-Onset, Severe
C2169795	Recurrent bronchopulmonary infections
C2169794	Recurrent streptococcus pneumoniae infections
C4744700	Locally Advanced Pancreatic Adenocarcinoma
C0020640	Inherited Factor II deficiency
C4275003	Familial Creutzfeldt-Jakob
C0020649	Hypotension
C0454638	Expressive language impairment
C0155111	Bullous keratopathy
C3152137	LEFT VENTRICULAR NONCOMPACTION 3
C0155116	Descemet's membrane fold
C0456702	Severe childhood autosomal recessive muscular dystrophy
C4540209	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 33
C1865305	Hypoplastic superior helix
C0236720	Hallucinogen Persisting Perception Disorder
C4540205	OOCYTE MATURATION DEFECT 3
C4687396	Zellweger Spectrum Disorder
C0015269	Exhibitionism
C0015263	Bronchospasm, Exercise-Induced
C0524582	Mulibrey Nanism
C0728895	Absent finger
C0524587	Mean Corpuscular Volume (result)
C0042420	Vasovagal syncope
C0877456	Heyde's syndrome
C1404521	Limb-girdle myopathy
C4274352	Chronic intestinal failure
C4274354	Severe early childhood onset retinal dystrophy
C4274355	Autosomal dominant late onset Parkinson disease
C0555202	Malignant lymphoma - lymphocytic, intermediate differentiation
C4518639	Epilepsy of infancy with migrating focal seizures
C0555206	Chiari malformation type II
C0271217	Impairment level: total impairment of both eyes (disorder)
C1867421	Elevated right atrial pressure
C2931857	Double cortex
C1867423	Increased pulmonary vascular resistance
C3151440	PITUITARY HORMONE DEFICIENCY, COMBINED, 6
C1867424	Pulmonary artery vasoconstriction
C3151445	DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT, 3
C3151444	DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE, 4
C2894027	Post traumatic osteoarthritis
C0000809	Abortion, Habitual
C4303947	Cerebro-facio-thoracic dysplasia
C0334083	Connective tissue nevus, NOS
C0334082	NEVUS, EPIDERMAL (disorder)
C1692886	Arthritis, Bacterial
C1836482	Li-Fraumeni Syndrome 2
C1833477	COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 5
C0334338	Endometrioid adenoma, borderline malignancy
C1274520	Fixed cutaneous sporotrichosis
C2931536	Methylmalonyl-Coenzyme A mutase deficiency
C0553980	Endomyocardial Fibrosis
C0334331	Juxtaglomerular tumor
C0232720	Pale feces (finding)
C0269855	Hematoma of cord
C0232726	Rectal tenesmus
C2675336	Duplication 15q11-q13 Syndrome
C4539954	DEAFNESS, AUTOSOMAL RECESSIVE 106
C4539957	IMMUNODEFICIENCY 11B WITH ATOPIC DERMATITIS
C4539951	MENTAL RETARDATION, AUTOSOMAL DOMINANT 47
C0206139	Lichen Planus, Oral
C0878544	Cardiomyopathies
C0206138	CREST Syndrome
C0424810	Periorbital swelling
C2931280	Perniola Krajewska Carnevale syndrome
C3150797	AUTOIMMUNE DISEASE, SUSCEPTIBILITY TO, 6
C2931286	Warburton Anyane Yeboa syndrome
C3900104	Adult Epithelioid Hemangioendothelioma
C3900100	Adult Langerhans Cell Histiocytosis
C3900101	Adult Germ Cell Tumor
C3532942	Mixed dementia
C3532947	Severe receptive language delay
C3532946	Moderate receptive language delay
C4023802	Hyperextensibility of the knee
C4023803	Hypertrophy of the lower limb
C4023800	Limitation of movement at ankles
C0346647	Malignant neoplasm of pancreas
C4023807	Abnormality of the hypothenar eminence
C4023808	Hyperextensibility at elbow
C0346648	Malignant tumor of exocrine pancreas
C0003756	Arenaviridae Infections
C2745900	Promyelocytic leukemia
C3160830	Prostatic dysplasia
C1282908	De Vaal's syndrome
C0598428	genetic hypertension
C0035372	Rett Syndrome
C0268079	Hyperphosphaturia
C0554980	Moody (finding)
C0265294	Pyle metaphyseal dysplasia
C0265293	Frontometaphyseal dysplasia
C0341037	Lateral developmental cyst of jaw
C0265291	Kenny-Caffey syndrome
C0341035	Temporomandibular joint internal derangement
C0268070	Hypocupremia
C0341038	Jaw Keratocyst
C0268074	Indian childhood cirrhosis
C0268077	Hypophosphaturia
C3714998	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 22
C0042995	Vulvar Neoplasms
C0266929	Chronic Periodontitis
C0042998	Vulvovaginitis
C1334670	Mediastinal Mixed Embryonal Carcinoma and Teratoma
C4728223	Extramedullary myeloma
C4016266	CHARCOT-MARIE-TOOTH DISEASE, TYPE 1B, WITH FOCALLY FOLDED MYELIN SHEATHS
C4016264	DEJERINE-SOTTAS SYNDROME, AUTOSOMAL DOMINANT
C4016260	SKIN/HAIR/EYE PIGMENTATION 2, RED HAIR/FAIR SKIN
C4024670	Poorly ossified cervical vertebrae
C0007125	Carcinoma, Ehrlich Tumor
C0007124	Noninfiltrating Intraductal Carcinoma
C4024674	Hypoplastic spinal processes
C4024675	C1-C2 vertebral abnormality
C0007121	Bronchogenic Carcinoma
C0007120	Bronchioloalveolar Adenocarcinoma
C4024678	Punctate vertebral calcifications
C4024679	Onychogryposis of toenails
C0265747	Congenital atresia of nasopharynx
C1835865	Cone-Rod Dystrophy 11
C0851140	Carcinoma in situ of uterine cervix
C0007129	Merkel cell carcinoma
C1096722	Late onset neonatal pneumonia
C4551734	Esodeviation
C3554691	HYDROCEPHALUS, CONGENITAL, 2, WITH OR WITHOUT BRAIN OR EYE ANOMALIES
C3554690	ATAXIA-OCULOMOTOR APRAXIA 3
C0037928	Spinal Cord Diseases
C4038952	Metastatic thymic carcinoma
C1336905	Endometrial Endometrioid Adenocarcinoma
C4023374	Delayed peripheral myelination
C4023375	Tibialis atrophy
C4023376	Abnormality of the dorsal column of the spinal cord
C4023377	Abnormality of the cochlear nerve
C4554010	Isomerism (body)
C4023371	Proportionate tall stature
C1504412	Testotoxicosis
C4023373	Demyelinating sensory neuropathy
C0159060	Abnormal bowel sounds
C2210597	Anti-cyclic citrullinated peptide antibody
C0030044	Acrocephaly
C3807567	PARTIAL LIPODYSTROPHY, CONGENITAL CATARACTS, AND NEURODEGENERATION SYNDROME
C2717961	Thrombotic Microangiopathies
C0024314	Lymphoproliferative Disorders
C0024312	Lymphopenia
C3554344	Phosphohydroxylysinuria
C1843478	Lethal Congenital Contracture Syndrome 2
C1843477	Epidermolysis Bullosa Simplex Superficialis
C3554349	ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 9
C1333620	Flat Ductal Epithelial Atypia of the Breast
C0280324	Laryngeal Squamous Cell Carcinoma
C2676759	THROMBOPHILIA DUE TO PROTEIN C DEFICIENCY, AUTOSOMAL RECESSIVE
C0266215	Anorectal atresia
C0266210	Congenital anomaly of rectum
C1841837	URIC ACID CONCENTRATION, SERUM, QUANTITATIVE TRAIT LOCUS 1
C3805845	Cutaneous lichen amyloidosis
C3809173	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 16
C3275799	Spondylolisthesis at L5-S1
C4025237	Stiff interphalangeal joints
C4025236	Anomalous splenoportal venous system
C4025235	Frequent Giardia lamblia infestation
C4025234	Duplication of internal organs
C4025232	Jejunoileal ulceration
C4025231	Chronic calcifying pancreatitis
C4025238	Generalized morning stiffness
C1336012	Small Lymphocytic Lymphoma with Plasmacytoid Differentiation
C0025048	Meconium Aspiration Syndrome
C0267111	Gastric dysplasia
C2986561	Spindle Cell Oncocytoma of the Adenohypophysis
C0496784	Malignant neoplasm of endocrine pancreas
C0553642	Soft tissue rheumatism
C0559260	Congenital scoliosis
C0856238	Influenza (epidemic)
C0553647	calcifying aponeurotic fibroma
C0027577	Nelson Syndrome
C2712871	Gout attack
C1710016	Satellite Nodule
C1710014	Sarcomatoid Hepatocellular Carcinoma
C4020770	Hypoplasia of the premaxilla
C1335661	Radiation-Related Angiosarcoma
C4020778	maternal hyperglycemia
C1335667	Reactive Lymphocytosis
C0687120	Nephronophthisis
C0746840	nephropathy salt wasting
C1333991	Hereditary Non-Polyposis Colon Cancer Type 2
C1333990	Hereditary Nonpolyposis Colorectal Cancer
C1333993	hereditary paraganglioma
C1333992	Hereditary Ovarian Carcinoma
C0496870	Benign neoplasm of liver
C0027686	Pathologic Neovascularization
C0033822	Pseudomyxoma Peritonei
C0240211	Lip swelling
C0949091	Candida sepsis
C0032197	Platelet Storage Pool Deficiency
C1959632	Plasma Cell Neoplasm
C1959635	Parvovirus B19 (disease)
C0017601	Glaucoma
C0017606	Primary angle-closure glaucoma
C0017605	Angle Closure Glaucoma
C2675470	MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 3 (finding)
C2675471	MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 2 (finding)
C0017609	Glaucoma, Neovascular
C2675473	Mental Retardation, Autosomal Dominant 5
C0153653	Malignant tumor of parathyroid gland
C0028756	Obesity, Morbid
C0028754	Obesity
C2698309	B lymphoblastic leukemia lymphoma with t(v;11q23); MLL rearranged
C0153658	Malignant neoplasm of endocrine gland
C0338484	Familial Hemiplegic Migraine
C0410165	X-linked muscular dystrophy with abnormal dystrophin
C4021427	Complete duplication of distal phalanx of the thumb
C4021422	Abnormality of the distal phalanx of the thumb
C4021421	Abnormality of the proximal phalanx of the thumb
C0338483	Migraine with Prolonged Aura
C0685787	Cleft face
C0685786	Cleft mandible
C1142436	Sundowning
C0026760	Multiple Epiphyseal Dysplasia
C0026764	Multiple Myeloma
C0026766	Multiple Organ Failure
C0026769	Multiple Sclerosis
C0600467	Neurogenic Inflammation
C4021988	Abnormality of the lumbar spine
C1291564	Deficiency of aromatic-L-amino-acid decarboxylase
C4524104	Trisomy 4p
C1291560	Deficiency of glutamate decarboxylase
C0740651	Abdominal symptom
C3826424	Neural tube--Abnormalities
C0854492	Tertiary hypothyroidism
C3489532	Cone-Rod Dystrophy 2
C0029488	Other acute reactions to stress
C0029489	Other alopecia
C0854498	Muscular sarcoidosis
C1838564	HIRSCHSPRUNG DISEASE, SUSCEPTIBILITY TO, 2
C1829703	Carnitine palmitoyl transferase 1A deficiency
C2242703	Cardio-Renal Syndrome
C2242704	Chronic myeloid leukaemia transformation
C2242708	Hypertransaminasaemia
C0151654	Myocardial fibrosis
C1838568	Sacral defect and anterior sacral meningocele
C0151650	Renal fibrosis
C0151653	Fibrosis of mesentery
C0154681	Anterior Horn Cell Disease
C0154682	Lateral Sclerosis
C0406814	Labial lentigo
C0854145	Feeding Disorders
C0854142	Thrombosis of aorta
C4275242	Sudden sensorineural hearing loss
C0201836	Alanine aminotransferase measurement
C3887755	Mountain Sickness
C0154974	Cortical, lamellar, or zonular nonsenile cataract
C0751558	Tinnitus, Tensor Tympani Induced
C0751559	Pulsatile Tinnitus
C0154971	Presenile cataract
C0751554	Motor Tic Disorders
C0751556	Tinnitus, Spontaneous Oto-Acoustic Emission
C0751557	Tinnitus, Tensor Palatini Induced
C0751552	Malignant neoplasm of thymus
C0751553	Childhood Tic Disorders
C1860224	ABLEPHARON-MACROSTOMIA SYNDROME
C1860229	Hyperzincemia and Hypercalprotectinemia
C4024883	Hyperextensible skin of face
C4024882	Telangiectasia of the oral mucosa
C4021986	Hypoplasia of the ear cartilage
C0011127	Pressure Ulcer
C1867801	Preaxial deficiency, postaxial polydactyly and hypospadias
C4024885	Macular hyperpigmented dermopathy
C4024884	Neonatal wrinkled skin of hands and feet
C4024888	Asymmetric, linear skin defects
C0678329	drug substitution (abuse)
C3810062	Congenital disorder of glycosylation type 1w
C1849115	SPASTIC PARAPLEGIA 5A, AUTOSOMAL RECESSIVE (disorder)
C1721053	Female Athlete Triad Syndrome
C4273970	Familial pseudohyperkalemia
C2750161	Absent/shortened outer dynein arms
C0877165	Short phalanx of finger
C0748505	Sarcoma, metastatic
C0338489	Status Migrainosus
C0221217	Neck webbing
C0473579	Porokeratotic eccrine ostial and dermal duct nevus
C0221214	Vascular ring
C0221210	Congenital malrotation of intestine
C0473577	Eccrine nevus
C0221219	Ectopic pancreas
C0473574	Inflammatory linear verrucous epidermal nevus
C3468561	familial atrial fibrillation
C1859896	Progressive macrocephaly
C4704874	Mammary Carcinoma, Human
C4704876	Genital Vulvovaginal Candidiasis
C1863753	LIMB-MAMMARY SYNDROME
C1863752	Enlarged Vestibular Aqueduct
C4025857	Incomplete partition of the cochlea type II
