GO:0004866	endopeptidase inhibitor activity
GO:0015125	bile acid transmembrane transporter activity
GO:0071535	RING-like zinc finger domain binding
GO:0016913	follicle-stimulating hormone activity
GO:0001681	sialate O-acetylesterase activity
GO:0070001	aspartic-type peptidase activity
GO:0005165	neurotrophin receptor binding
GO:0070002	glutamic-type peptidase activity
GO:0070004	cysteine-type exopeptidase activity
GO:0070006	metalloaminopeptidase activity
GO:0070009	serine-type aminopeptidase activity
GO:0070008	serine-type exopeptidase activity
GO:0032448	DNA hairpin binding
GO:0031626	beta-endorphin binding
GO:1904854	proteasome core complex binding
GO:0015651	quaternary ammonium group transmembrane transporter activity
GO:0047442	17-alpha-hydroxyprogesterone aldolase activity
GO:0031788	motilin receptor binding
GO:0038177	death receptor agonist activity
GO:0070224	sulfide
GO:0019901	protein kinase binding
GO:0019900	kinase binding
GO:0019903	protein phosphatase binding
GO:0019902	phosphatase binding
GO:0019905	syntaxin binding
GO:0019904	protein domain specific binding
GO:0043531	ADP binding
GO:0043530	adenosine 5'-monophosphoramidase activity
GO:0062124	4-hydroxybutyrate receptor activity
GO:0052722	fatty acid in-chain hydroxylase activity
GO:0052723	inositol hexakisphosphate 1-kinase activity
GO:0052724	inositol hexakisphosphate 3-kinase activity
GO:0052725	inositol-1,3,4-trisphosphate 6-kinase activity
GO:0052726	inositol-1,3,4-trisphosphate 5-kinase activity
GO:0030342	1-alpha,25-dihydroxyvitamin D3 24-hydroxylase activity
GO:0010844	recombination hotspot binding
GO:0086041	voltage-gated potassium channel activity involved in SA node cell action potential depolarization
GO:0033798	thyroxine 5-deiodinase activity
GO:0004356	glutamate-ammonia ligase activity
GO:0045550	geranylgeranyl reductase activity
GO:1990948	ubiquitin ligase inhibitor activity
GO:0015016	[heparan sulfate]-glucosamine N-sulfotransferase activity
GO:0031780	corticotropin hormone receptor binding
GO:0034041	ABC-type sterol transporter activity
GO:0015019	heparan-alpha-glucosaminide N-acetyltransferase activity
GO:0015018	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity
GO:0035925	mRNA 3'-UTR AU-rich region binding
GO:0004354	glutamate dehydrogenase (NADP+) activity
GO:0001855	complement component C4b binding
GO:0016277	[myelin basic protein]-arginine N-methyltransferase activity
GO:0016274	protein-arginine N-methyltransferase activity
GO:0042018	interleukin-22 receptor activity
GO:0046556	alpha-L-arabinofuranosidase activity
GO:0046554	malate dehydrogenase (NADP+) activity
GO:0019144	ADP-sugar diphosphatase activity
GO:0042012	interleukin-16 receptor activity
GO:0042011	interleukin-16 binding
GO:0042010	interleukin-15 receptor activity
GO:0042017	interleukin-22 binding
GO:0047536	2-aminoadipate transaminase activity
GO:0042015	interleukin-20 binding
GO:0016279	protein-lysine N-methyltransferase activity
GO:0047025	3-oxoacyl-[acyl-carrier-protein] reductase (NADH) activity
GO:0047024	5alpha-androstane-3beta,17beta-diol dehydrogenase activity
GO:0097655	serpin family protein binding
GO:0047021	15-hydroxyprostaglandin dehydrogenase (NADP+) activity
GO:0047020	15-hydroxyprostaglandin-D dehydrogenase (NADP+) activity
GO:0047023	androsterone dehydrogenase activity
GO:0018479	benzaldehyde dehydrogenase (NAD+) activity
GO:0047256	lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase activity
GO:0043221	SMC family protein binding
GO:0019834	phospholipase A2 inhibitor activity
GO:0060230	lipoprotein lipase activator activity
GO:0005109	frizzled binding
GO:0030975	thiamine binding
GO:0005456	CMP-N-acetylneuraminate transmembrane transporter activity
GO:0030977	taurine binding
GO:0030976	thiamine pyrophosphate binding
GO:0030971	receptor tyrosine kinase binding
GO:0019838	growth factor binding
GO:0047708	biotinidase activity
GO:0004452	isopentenyl-diphosphate delta-isomerase activity
GO:0004740	pyruvate dehydrogenase (acetyl-transferring) kinase activity
GO:0035259	glucocorticoid receptor binding
GO:0016309	1-phosphatidylinositol-5-phosphate 4-kinase activity
GO:0106263	1-acylglycerophosphoserine O-acyltransferase activity
GO:0106262	1-acylglycerophosphoethanolamine O-acyltransferase activity
GO:1904929	coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway
GO:1904928	coreceptor activity involved in canonical Wnt signaling pathway
GO:0035252	UDP-xylosyltransferase activity
GO:0030371	translation repressor activity
GO:0016301	kinase activity
GO:0030377	urokinase plasminogen activator receptor activity
GO:0016307	phosphatidylinositol phosphate kinase activity
GO:0035255	ionotropic glutamate receptor binding
GO:0030374	nuclear receptor coactivator activity
GO:0047159	1-alkenylglycerophosphocholine O-acyltransferase activity
GO:0004459	L-lactate dehydrogenase activity
GO:0046316	gluconokinase activity
GO:0043997	histone acetyltransferase activity (H4-K12 specific)
GO:0061929	gamma-glutamylaminecyclotransferase activity
GO:0050115	myosin-light-chain-phosphatase activity
GO:0061768	magnesium
GO:0061769	ribosylnicotinate kinase activity
GO:0036221	UTP diphosphatase activity
GO:0042301	phosphate ion binding
GO:0042300	beta-amyrin synthase activity
GO:0023030	MHC class Ib protein binding, via antigen binding groove
GO:0072572	poly-ADP-D-ribose binding
GO:0072571	mono-ADP-D-ribose binding
GO:0072570	ADP-D-ribose binding
GO:0016768	spermine synthase activity
GO:0097257	leukotriene B4 12-hydroxy dehydrogenase activity
GO:0005457	GDP-fucose transmembrane transporter activity
GO:0046790	virion binding
GO:0043996	histone acetyltransferase activity (H4-K8 specific)
GO:0035651	AP-3 adaptor complex binding
GO:0035650	AP-1 adaptor complex binding
GO:0031073	cholesterol 26-hydroxylase activity
GO:0097100	supercoiled DNA binding
GO:0030159	signaling receptor complex adaptor activity
GO:0030158	protein xylosyltransferase activity
GO:0030156	benzodiazepine receptor binding
GO:0004854	xanthine dehydrogenase activity
GO:0008682	2-octoprenyl-3-methyl-6-methoxy-1,4-benzoquinone hydroxylase activity
GO:0030151	molybdenum ion binding
GO:0120013	lipid transfer activity
GO:0120014	phospholipid transfer activity
GO:0031151	histone methyltransferase activity (H3-K79 specific)
GO:0120017	ceramide transfer activity
GO:0120019	phosphatidylcholine transfer activity
GO:0099579	G protein-coupled neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential
GO:0042277	peptide binding
GO:0102113	hypoxia-inducible factor-asparagine oxygenase activity
GO:0140262	mRNA cap binding complex binding
GO:0051916	granulocyte colony-stimulating factor binding
GO:0017095	heparan sulfate 6-O-sulfotransferase activity
GO:0003756	protein disulfide isomerase activity
GO:0003755	peptidyl-prolyl cis-trans isomerase activity
GO:0008689	3-demethylubiquinone-9 3-O-methyltransferase activity
GO:0017099	very-long-chain-acyl-CoA dehydrogenase activity
GO:0017098	sulfonylurea receptor binding
GO:0010997	anaphase-promoting complex binding
GO:0043008	ATP-dependent protein binding
GO:0031849	olfactory receptor binding
GO:0000403	Y-form DNA binding
GO:0000213	tRNA-intron endonuclease activity
GO:0031840	type 2 neuromedin U receptor binding
GO:0031841	neuropeptide Y receptor binding
GO:0000217	DNA secondary structure binding
GO:0000400	four-way junction DNA binding
GO:0009982	pseudouridine synthase activity
GO:0030791	arsenite methyltransferase activity
GO:0004909	interleukin-1, type I, activating receptor activity
GO:0004908	interleukin-1 receptor activity
GO:0042924	neuromedin U binding
GO:0035325	Toll-like receptor binding
GO:0004903	growth hormone receptor activity
GO:0051538	3 iron, 4 sulfur cluster binding
GO:0047834	D-threo-aldose 1-dehydrogenase activity
GO:0004900	erythropoietin receptor activity
GO:0004906	interferon-gamma receptor activity
GO:0004905	type I interferon receptor activity
GO:0004904	interferon receptor activity
GO:0030553	cGMP binding
GO:0030552	cAMP binding
GO:0030551	cyclic nucleotide binding
GO:0030550	acetylcholine receptor inhibitor activity
GO:0005184	neuropeptide hormone activity
GO:0005185	neurohypophyseal hormone activity
GO:0030554	adenyl nucleotide binding
GO:0106281	chenodeoxycholate 7-alpha-dehydrogenase (NAD+) activity
GO:0106283	ursodeoxycholate 7-beta-dehydrogenase (NAD+) activity
GO:0106282	isoursodeoxycholate 7-beta-dehydrogenase (NAD+) activity
GO:0001181	RNA polymerase I general transcription initiation factor activity
GO:1990400	mitochondrial ribosomal large subunit rRNA binding
GO:0097322	7SK snRNA binding
GO:0005330	dopamine
GO:0008506	sucrose
GO:0060698	endoribonuclease inhibitor activity
GO:0008410	CoA-transferase activity
GO:0022839	ion gated channel activity
GO:0015094	lead ion transmembrane transporter activity
GO:0008413	8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity
GO:0005168	neurotrophin TRKA receptor binding
GO:0005169	neurotrophin TRKB receptor binding
GO:0001641	group II metabotropic glutamate receptor activity
GO:0008124	4-alpha-hydroxytetrahydrobiopterin dehydratase activity
GO:0005160	transforming growth factor beta receptor binding
GO:0005161	platelet-derived growth factor receptor binding
GO:0008121	ubiquinol-cytochrome-c reductase activity
GO:0008120	ceramide glucosyltransferase activity
GO:0005164	tumor necrosis factor receptor binding
GO:0016776	phosphotransferase activity, phosphate group as acceptor
GO:0015361	low-affinity sodium
GO:0000254	C-4 methylsterol oxidase activity
GO:0031208	POZ domain binding
GO:0045159	myosin II binding
GO:0031802	type 5 metabotropic glutamate receptor binding
GO:0019135	deoxyhypusine monooxygenase activity
GO:0102769	dihydroceramide glucosyltransferase activity
GO:0061809	NAD+ nucleotidase, cyclic ADP-ribose generating
GO:0102340	3-oxo-behenoyl-CoA reductase activity
GO:0070566	adenylyltransferase activity
GO:0102342	3-oxo-cerotoyl-CoA reductase activity
GO:0047941	glucuronolactone reductase activity
GO:0047946	glutamine N-acyltransferase activity
GO:0004348	glucosylceramidase activity
GO:0004345	glucose-6-phosphate dehydrogenase activity
GO:1990380	Lys48-specific deubiquitinase activity
GO:0004346	glucose-6-phosphatase activity
GO:0004341	gluconolactonase activity
GO:0004340	glucokinase activity
GO:0004343	glucosamine 6-phosphate N-acetyltransferase activity
GO:0004342	glucosamine-6-phosphate deaminase activity
GO:0005295	neutral amino acid
GO:0098782	mechanosensitived potassium channel activity
GO:0047224	acetylgalactosaminyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase activity
GO:0005290	L-histidine transmembrane transporter activity
GO:0005292	high-affinity lysine transmembrane transporter activity
GO:0004588	orotate phosphoribosyltransferase activity
GO:0004587	ornithine-oxo-acid transaminase activity
GO:0004586	ornithine decarboxylase activity
GO:0004585	ornithine carbamoyltransferase activity
GO:0005298	proline
GO:0004582	dolichyl-phosphate beta-D-mannosyltransferase activity
GO:0004581	dolichyl-phosphate beta-glucosyltransferase activity
GO:0015179	L-amino acid transmembrane transporter activity
GO:0004165	dodecenoyl-CoA delta-isomerase activity
GO:0004164	diphthine synthase activity
GO:0004167	dopachrome isomerase activity
GO:0031962	mineralocorticoid receptor binding
GO:0099567	calcium ion binding involved in regulation of postsynaptic cytosolic calcium ion concentration
GO:0004163	diphosphomevalonate decarboxylase activity
GO:0016844	strictosidine synthase activity
GO:0140090	membrane curvature sensor activity
GO:0047220	galactosylxylosylprotein 3-beta-galactosyltransferase activity
GO:0004169	dolichyl-phosphate-mannose-protein mannosyltransferase activity
GO:0004168	dolichol kinase activity
GO:0004052	arachidonate 12(S)-lipoxygenase activity
GO:0016879	ligase activity, forming carbon-nitrogen bonds
GO:0036317	tyrosyl-RNA phosphodiesterase activity
GO:0001537	N-acetylgalactosamine 4-O-sulfotransferase activity
GO:0036313	phosphatidylinositol 3-kinase catalytic subunit binding
GO:0001530	lipopolysaccharide binding
GO:0046943	carboxylic acid transmembrane transporter activity
GO:0036310	annealing helicase activity
GO:0004947	bradykinin receptor activity
GO:0050566	asparaginyl-tRNA synthase (glutamine-hydrolyzing) activity
GO:0032556	pyrimidine deoxyribonucleotide binding
GO:0050560	aspartate-tRNA(Asn) ligase activity
GO:0080101	phosphatidyl-N-dimethylethanolamine N-methyltransferase activity
GO:0061657	UFM1 conjugating enzyme activity
GO:0032003	interleukin-28 receptor binding
GO:0050568	protein-glutamine glutaminase activity
GO:0061654	NEDD8 conjugating enzyme activity
GO:0015078	proton transmembrane transporter activity
GO:0140416	transcription regulator inhibitor activity
GO:0005369	taurine
GO:0120048	U6 snRNA (adenine-(43)-N(6))-methyltransferase activity
GO:0004767	sphingomyelin phosphodiesterase activity
GO:0070568	guanylyltransferase activity
GO:0032564	dATP binding
GO:1905573	ganglioside GM1 binding
GO:0004769	steroid delta-isomerase activity
GO:0070569	uridylyltransferase activity
GO:0008903	hydroxypyruvate isomerase activity
GO:0005365	myo-inositol transmembrane transporter activity
GO:0005366	myo-inositol
GO:0005367	myo-inositol
GO:0004019	adenylosuccinate synthase activity
GO:0004018	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity
GO:0031531	thyrotropin-releasing hormone receptor binding
GO:0140328	floppase activity
GO:0050121	N-acylglucosamine 2-epimerase activity
GO:0051287	NAD binding
GO:0140326	ATPase-coupled intramembrane lipid transporter activity
GO:0140327	flippase activity
GO:0004014	adenosylmethionine decarboxylase activity
GO:0004017	adenylate kinase activity
GO:0004016	adenylate cyclase activity
GO:0016917	GABA receptor activity
GO:0008457	beta-galactosyl-N-acetylglucosaminylgalactosylglucosyl-ceramide beta-1,3-acetylglucosaminyltransferase activity
GO:0003917	DNA topoisomerase type I (single strand cut, ATP-independent) activity
GO:0008276	protein methyltransferase activity
GO:0008271	secondary active sulfate transmembrane transporter activity
GO:0004620	phospholipase activity
GO:0008273	calcium, potassium
GO:0045309	protein phosphorylated amino acid binding
GO:0046570	methylthioribulose 1-phosphate dehydratase activity
GO:0003919	FMN adenylyltransferase activity
GO:1990238	double-stranded DNA endodeoxyribonuclease activity
GO:0016918	retinal binding
GO:0001621	G protein-coupled ADP receptor activity
GO:0003887	DNA-directed DNA polymerase activity
GO:0030883	endogenous lipid antigen binding
GO:0004674	protein serine/threonine kinase activity
GO:0070728	leucine binding
GO:0036009	protein-glutamine N-methyltransferase activity
GO:0033612	receptor serine/threonine kinase binding
GO:0015333	peptide
GO:0001861	complement component C4b receptor activity
GO:0008456	alpha-N-acetylgalactosaminidase activity
GO:0101006	protein histidine phosphatase activity
GO:0004676	3-phosphoinositide-dependent protein kinase activity
GO:0072320	volume-sensitive chloride channel activity
GO:0102121	ceramidase activity
GO:0018467	formaldehyde dehydrogenase activity
